FLG_TIER_IND_31,1
MEA_TIER_VALUE_31,9
MEA_LIMIT_MIN_32,17
MEA_LIMIT_MAX_32,17
FLG_TIER_IND_32,1
MEA_TIER_VALUE_32,9
MEA_LIMIT_MIN_33,17
MEA_LIMIT_MAX_33,17
FLG_TIER_IND_33,1
MEA_TIER_VALUE_33,9
MEA_LIMIT_MIN_34,17
MEA_LIMIT_MAX_34,17
FLG_TIER_IND_34,1
MEA_TIER_VALUE_34,9
MEA_LIMIT_MIN_35,17
MEA_LIMIT_MAX_35,17
FLG_TIER_IND_35,1
MEA_TIER_VALUE_35,9
FILLER_4,18
COD_OFFER_ID_4,10
COD_OFFER_DESC_4,40
MEA_CURR_CYCLE_SPEND_4,13
MEA_LAST_CYCLE_SPEND_4,13
MEA_TOT_CB_RECEIVED_4,13
DAT_OFFER_ACCEPT_DATE_4,8
DAT_OFFER_START_DATE_4,8
DAT_OFFER_ACTUAL_END_DATE_4,8
COD_DISB_MODE_4,1
DAT_LAST_DISB_DATE_4,8
DAT_NEXT_DISB_DATE_4,8
COD_OFFER_PERIOD_FREQ_4,1
COD_OFFER_PERIOD_VALUE_4,2
DAT_LAST_PERIOD_START_DAT_4,8
DAT_LAST_PERIOD_END_DATE_4,8
DAT_CURR_PERIOD_START_DAT_4,8
DAT_CURR_PERIOD_END_DATE_4,8
DAT_DISB_COMPLETION_DATE_4,8
MEA_GRACE_DAYS_4,1
COD_RATE_TBL_MTHD_4,1
MEA_LIMIT_MIN_41,17
MEA_LIMIT_MAX_41,17
FLG_TIER_IND_41,1
MEA_TIER_VALUE_41,9
MEA_LIMIT_MIN_42,17
MEA_LIMIT_MAX_42,17
FLG_TIER_IND_42,1
MEA_TIER_VALUE_42,9
MEA_LIMIT_MIN_43,17
MEA_LIMIT_MAX_43,17
FLG_TIER_IND_43,1
MEA_TIER_VALUE_43,9
MEA_LIMIT_MIN_44,17
MEA_LIMIT_MAX_44,17
FLG_TIER_IND_44,1
MEA_TIER_VALUE_44,9
MEA_LIMIT_MIN_45,17
MEA_LIMIT_MAX_45,17
FLG_TIER_IND_45,1
MEA_TIER_VALUE_45,9
FILLER_5,18
COD_OFFER_ID_5,10
COD_OFFER_DESC_5,40
MEA_CURR_CYCLE_SPEND_5,13
MEA_LAST_CYCLE_SPEND_5,13
MEA_TOT_CB_RECEIVED_5,13
DAT_OFFER_ACCEPT_DATE_5,8
DAT_OFFER_START_DATE_5,8
DAT_OFFER_ACTUAL_END_DATE_5,8
COD_DISB_MODE_5,1
DAT_LAST_DISB_DATE_5,8
DAT_NEXT_DISB_DATE_5,8
COD_OFFER_PERIOD_FREQ_5,1
COD_OFFER_PERIOD_VALUE_5,2
DAT_LAST_PERIOD_START_DAT_5,8
DAT_LAST_PERIOD_END_DATE_5,8
DAT_CURR_PERIOD_START_DAT_5,8
DAT_CURR_PERIOD_END_DATE_5,8
DAT_DISB_COMPLETION_DATE_5,8
MEA_GRACE_DAYS_5,1
COD_RATE_TBL_MTHD_5,1
MEA_LIMIT_MIN_51,17
MEA_LIMIT_MAX_51,17
FLG_TIER_IND_51,1
MEA_TIER_VALUE_51,9
MEA_LIMIT_MIN_52,17
MEA_LIMIT_MAX_52,17
FLG_TIER_IND_52,1
MEA_TIER_VALUE_52,9
MEA_LIMIT_MIN_53,17
MEA_LIMIT_MAX_53,17
FLG_TIER_IND_53,1
MEA_TIER_VALUE_53,9
MEA_LIMIT_MIN_54,17
MEA_LIMIT_MAX_54,17
FLG_TIER_IND_54,1
MEA_TIER_VALUE_54,9
MEA_LIMIT_MIN_55,17
MEA_LIMIT_MAX_55,17
FLG_TIER_IND_55,1
MEA_TIER_VALUE_55,9
FILLER_6,18
COD_OFFER_ID_6,10
COD_OFFER_DESC_6,40
MEA_CURR_CYCLE_SPEND_6,13
MEA_LAST_CYCLE_SPEND_6,13
MEA_TOT_CB_RECEIVED_6,13
DAT_OFFER_ACCEPT_DATE_6,8
DAT_OFFER_START_DATE_6,8
DAT_OFFER_ACTUAL_END_DATE_6,8
COD_DISB_MODE_6,1
DAT_LAST_DISB_DATE_6,8
DAT_NEXT_DISB_DATE_6,8
COD_OFFER_PERIOD_FREQ_6,1
COD_OFFER_PERIOD_VALUE_6,2
DAT_LAST_PERIOD_START_DAT_6,8
DAT_LAST_PERIOD_END_DATE_6,8
DAT_CURR_PERIOD_START_DAT_6,8
DAT_CURR_PERIOD_END_DATE_6,8
DAT_DISB_COMPLETION_DATE_6,8
MEA_GRACE_DAYS_6,1
COD_RATE_TBL_MTHD_6,1
MEA_LIMIT_MIN_61,17
MEA_LIMIT_MAX_61,17
FLG_TIER_IND_61,1
MEA_TIER_VALUE_61,9
MEA_LIMIT_MIN_62,17
MEA_LIMIT_MAX_62,17
FLG_TIER_IND_62,1
MEA_TIER_VALUE_62,9
MEA_LIMIT_MIN_63,17
MEA_LIMIT_MAX_63,17
FLG_TIER_IND_63,1
MEA_TIER_VALUE_63,9
MEA_LIMIT_MIN_64,17
MEA_LIMIT_MAX_64,17
FLG_TIER_IND_64,1
MEA_TIER_VALUE_64,9
MEA_LIMIT_MIN_65,17
MEA_LIMIT_MAX_65,17
FLG_TIER_IND_65,1
MEA_TIER_VALUE_65,9
FILLER_7,18
COD_OFFER_ID_7,10
COD_OFFER_DESC_7,40
MEA_CURR_CYCLE_SPEND_7,13
MEA_LAST_CYCLE_SPEND_7,13
MEA_TOT_CB_RECEIVED_7,13
DAT_OFFER_ACCEPT_DATE_7,8
DAT_OFFER_START_DATE_7,8
DAT_OFFER_ACTUAL_END_DATE_7,8
COD_DISB_MODE_7,1
DAT_LAST_DISB_DATE_7,8
DAT_NEXT_DISB_DATE_7,8
COD_OFFER_PERIOD_FREQ_7,1
COD_OFFER_PERIOD_VALUE_7,2
DAT_LAST_PERIOD_START_DAT_7,8
DAT_LAST_PERIOD_END_DATE_7,8
DAT_CURR_PERIOD_START_DAT_7,8
DAT_CURR_PERIOD_END_DATE_7,8
DAT_DISB_COMPLETION_DATE_7,8
MEA_GRACE_DAYS_7,1
COD_RATE_TBL_MTHD_7,1
MEA_LIMIT_MIN_71,17
MEA_LIMIT_MAX_71,17
FLG_TIER_IND_71,1
MEA_TIER_VALUE_71,9
MEA_LIMIT_MIN_72,17
MEA_LIMIT_MAX_72,17
FLG_TIER_IND_72,1
MEA_TIER_VALUE_72,9
MEA_LIMIT_MIN_73,17
MEA_LIMIT_MAX_73,17
FLG_TIER_IND_73,1
MEA_TIER_VALUE_73,9
MEA_LIMIT_MIN_74,17
MEA_LIMIT_MAX_74,17
FLG_TIER_IND_74,1
MEA_TIER_VALUE_74,9
MEA_LIMIT_MIN_75,17
MEA_LIMIT_MAX_75,17
FLG_TIER_IND_75,1
MEA_TIER_VALUE_75,9
FILLER_8,18
COD_OFFER_ID_8,10
COD_OFFER_DESC_8,40
MEA_CURR_CYCLE_SPEND_8,13
MEA_LAST_CYCLE_SPEND_8,13
MEA_TOT_CB_RECEIVED_8,13
DAT_OFFER_ACCEPT_DATE_8,8
DAT_OFFER_START_DATE_8,8
DAT_OFFER_ACTUAL_END_DATE_8,8
COD_DISB_MODE_8,1
DAT_LAST_DISB_DATE_8,8
DAT_NEXT_DISB_DATE_8,8
COD_OFFER_PERIOD_FREQ_8,1
COD_OFFER_PERIOD_VALUE_8,2
DAT_LAST_PERIOD_START_DAT_8,8
DAT_LAST_PERIOD_END_DATE_8,8
DAT_CURR_PERIOD_START_DAT_8,8
DAT_CURR_PERIOD_END_DATE_8,8
DAT_DISB_COMPLETION_DATE_8,8
MEA_GRACE_DAYS_8,1
COD_RATE_TBL_MTHD_8,1
MEA_LIMIT_MIN_81,17
MEA_LIMIT_MAX_81,17
FLG_TIER_IND_81,1
MEA_TIER_VALUE_81,9
MEA_LIMIT_MIN_82,17
MEA_LIMIT_MAX_82,17
FLG_TIER_IND_82,1
MEA_TIER_VALUE_82,9
MEA_LIMIT_MIN_83,17
MEA_LIMIT_MAX_83,17
FLG_TIER_IND_83,1
MEA_TIER_VALUE_83,9
MEA_LIMIT_MIN_84,17
MEA_LIMIT_MAX_84,17
FLG_TIER_IND_84,1
MEA_TIER_VALUE_84,9
MEA_LIMIT_MIN_85,17
MEA_LIMIT_MAX_85,17
FLG_TIER_IND_85,1
MEA_TIER_VALUE_85,9
FILLER_9,18
COD_OFFER_ID_9,10
COD_OFFER_DESC_9,40
MEA_CURR_CYCLE_SPEND_9,13
MEA_LAST_CYCLE_SPEND_9,13
MEA_TOT_CB_RECEIVED_9,13
DAT_OFFER_ACCEPT_DATE_9,8
DAT_OFFER_START_DATE_9,8
DAT_OFFER_ACTUAL_END_DATE_9,8
COD_DISB_MODE_9,1
DAT_LAST_DISB_DATE_9,8
DAT_NEXT_DISB_DATE_9,8
COD_OFFER_PERIOD_FREQ_9,1
COD_OFFER_PERIOD_VALUE_9,2
DAT_LAST_PERIOD_START_DAT_9,8
DAT_LAST_PERIOD_END_DATE_9,8
DAT_CURR_PERIOD_START_DAT_9,8
DAT_CURR_PERIOD_END_DATE_9,8
DAT_DISB_COMPLETION_DATE_9,8
MEA_GRACE_DAYS_9,1
COD_RATE_TBL_MTHD_9,1
MEA_LIMIT_MIN_91,17
MEA_LIMIT_MAX_91,17
FLG_TIER_IND_91,1
MEA_TIER_VALUE_91,9
MEA_LIMIT_MIN_92,17
MEA_LIMIT_MAX_92,17
FLG_TIER_IND_92,1
MEA_TIER_VALUE_92,9
MEA_LIMIT_MIN_93,17
MEA_LIMIT_MAX_93,17
FLG_TIER_IND_93,1
MEA_TIER_VALUE_93,9
MEA_LIMIT_MIN_94,17
MEA_LIMIT_MAX_94,17
FLG_TIER_IND_94,1
MEA_TIER_VALUE_94,9
MEA_LIMIT_MIN_95,17
MEA_LIMIT_MAX_95,17
FLG_TIER_IND_95,1
MEA_TIER_VALUE_95,9
FILLER_10,18
